COURSE,GRADE
IAH 207,30
CEP 240,40
EC 201,40
EC 202,35
GEO 204,40
GEO 221,40
GEO 330,40
GEO 333,40
HDFS 211,40
HDFS 320,35
HDFS 320L,P
HDFS 321,40
HDFS 321L,4
HDFS 322,35
HDFS 421,40
HDFS 424,P
HST 140,40
HST 150,40
HST 201,4
HST 202,40
HST 203,35
HST 311,40
HST 320,40
IAH 241E,30
ISB 202,40
ISB 208L,40
COURSE,GRADE
ISE 301,40
ISP 203B,40
ISS 215,40
ISS 325,40
KIN 355,40
LIN 401,40
MTH 201,30
MTH 202,40
PLS 100,40
PLS 140,40
PSY 101,T
TE 150,40
TE 250,40
TE 301,40
TE 348,40
TE 403,40
TE 404,40
TE 405,40
TE 406,40
TE 491,40
WRA 150,T
TE 501,P
TE 502,P
TE 801,40
TE 802,40
TE 803,40
TE 804,40
TE 815,40
TE 894,P
