COURSE,GRADE
JPN 101,A
MTH 202,B
ENG 301,A
HIS 210,C
CSC 110,B
BIO 180,B
PHY 115,A
CHE 220,B
SOC 101,C
PSY 250,B
PHI 101,A
JPN 101,A
MTH 202,B
ENG 301,A
HIS 210,C
CSC 110,B
BIO 180,B
PHY 115,A
CHE 220,B
SOC 101,C
PSY 250,B
PHI 101,A
BMI 201,B
CHIN 310,A
COM 220,B
ENG 102,A
HIS 111,A
MAT 117,C
PSY 101,B
SOC 101,A
JPN 101,A
MTH 202,B
ENG 301,A
HIS 210,C
CSC 110,B
BIO 180,B
PHY 115,A
CHE 220,B
SOC 101,C
PSY 250,B
PHI 101,A
CON 501,NR
CON 598,NR
CON 540,NR
CON 557,NR
CON 589,NR
CON 598M,NR
CEE 340M,A
CON 310M,A
CON 383M,A
CON 424M,B
CON 468M,A
CON 494M,A
GCU 441M,W
PUP 452M,W
PUP 501M,A
PUP 520M,A
PUP 524M,A
PUP 531M,W
PUP 598M,W
PUP 598M,W
PUP 622M,W
CON 377M,A
CON 389M,A
CON 450M,A
CON 453M,A
CON 471M,A
CON 495M,B
BIO 494,A
PUP 430,A
CCS 101M,W
CON 455M,A
CON 463M,A
CON 477M,A
CON 496M,A
CON 598,A
CON 598,A
CON 243M,A
ACC 230M,B
CON 221M,B
CON 252M,A
CON 341M,B
ECE 294M,A
GNB 411,E
HIS 306,E
JUS 100,E
PHI 103,B
POS 170,E
CON 251M,A
CON 273M,A
CON 323M,A
CON 345M,A
CON 371M,A
COM 225M,B
CON 101M,A
GLG 101M,A
GLG 103M,A
STP 226M,A
COURSE,GRADE
MATH101,A
ENG202,B
HIST303,C
CS404,A
BIO105,B
CHEM106,C
PHYS107,B
ART108,A
MUS109,P
PSY110,NP
