COURSE,GRADE
BIO 101,A
CHE 102,B
MTH 103,C
PHY 104,A
CSC 105,B
ENG 106,P
MAT 101,B
PHY 202,A
ENG 150,B
HIS 110,C
BIO 301,A
PSY 101,B
CHE 210,A
ECO 205,B
PHI 220,B
ART 101,C
CSE 110,A
MAT 210,B
PHY 121,C
ENG 101,B
PSY 101,A
CHE 102,B
MTH 103,C
PHY 104,A
CSC 105,B
ENG 106,P
MAT 101,B
PHY 202,A
ENG 150,B
HIS 110,C
BIO 301,A
PSY 101,B
CHE 210,A
ECO 205,B
PHI 220,B
ART 101,C
CSE 110,A
MAT 210,B
PHY 121,C
ENG 101,B
PSY 101,A
CSC 110,B
MTH 202,A
PHY 101,B
CHE 230,B
ENG 101,A
BIO 201,C
MAT 121,B
CSC 215,A
HIS 105,B
ART 101,A
CSE 101,A
MATH 201,B
ENG 105,A
BIO 110,C
PHY 121,B
HIS 320,B
CHM 113,A
PSY 101,C
SOC 150,B
MATH 101,B
ENGL 202,A
HIST 301,C
PSYC 210,A
PHYS 330,B
CHEM 110,A
BIO 220,B
CS 101,A
STAT 250,B
ECON 101,C
PHIL 150,A
ART 302,B
MUS 105,A
SPAN 201,B
SOC 100,B
BIO 101,A
CHE 102,B
MTH 103,C
PHY 104,A
CSC 105,B
ENG 106,P
MAT 101,B
PHY 202,A
ENG 150,B
HIS 110,C
BIO 301,A
PSY 101,B
CHE 210,A
ECO 205,B
PHI 220,B
ART 101,C
CSE 110,A
MAT 210,B
PHY 121,C
ENG 101,B
PSY 101,A
CON 501,NR
CON 598,NR
CON 540,NR
CON 557,NR
CON 589,NR
CON 598,NR
CEE 340M,A
COURSE,GRADE
CON 310M,A
CON 383M,A
CON 424M,B
CON 468M,A
CON 494M,A
GCU 441M,W
PUP 452M,W
PUP 501M,A
PUP 520M,A
PUP 524M,A
PUP 531M,W
PUP 598M,W
PUP 598M,W
PUP 622M,W
CON 377M,A
CON 389M,A
CON 450M,A
CON 453M,A
CON 471M,A
CON 495M,B
BIO 494,A
PUP 430,A
CCS 101M,W
CON 455M,A
CON 463M,A
CON 477M,A
CON 496M,A
CON 598,A
CON 598,A
CON 243M,A
ACC 230M,B
CON 221M,B
CON 252M,A
CON 341M,B
ECE 294M,A
GNB 411,E
HIS 306,E
JUS 100,E
PHI 103,B
POS 170,E
CON 251M,A
CON 273M,A
CON 323M,A
CON 345M,A
CON 371M,A
COM 225M,B
CON 101M,A
GLG 101M,A
GLG 103M,A
STP 226M,A
