BIO 101,A
CHE 102,B
MTH 103,C
PHY 104,A
CSC 105,B
ENG 106,P
MAT 101,B
PHY 202,A
ENG 150,B
HIS 110,C
BIO 301,A
PSY 101,B
CHE 210,A
ECO 205,B
PHI 220,B
ART 101,C
CSE 110,A
MAT 210,B
PHY 121,C
ENG 101,B
PSY 101 ACHE 102,B
MTH 103,C
PHY 104,A
CSC 105,B
ENG 106,P
MAT 101,B
PHY 202,A
ENG 150,B
HIS 110,C
BIO 301,A
PSY 101,B
CHE 210,A
ECO 205,B
PHI 220,B
ART 101,C
CSE 110,A
MAT 210,B
PHY 121,C
ENG 101,B
PSY 101 ACSC 110,B
MTH 202,A
PHY 101,B
CHE 230,B
ENG 101,A
BIO 201,C
MAT 121,B
CSC 215,A
HIS 105,B
ART 101,A
CSE 101,A
MATH 201,B
ENG 105,A
BIO 110,C
PHY 121,B
HIS 320,B
CHM 113,A
PSY 101,C
SOC 150,B
MATH 101,B
ENGL 202,A
HIST 301,C
PSYC 210,A
PHYS 330,B
CHEM 110,A
BIO 220,B
CS 101,A
STAT 250,B
ECON 101,C
PHIL 150,A
ART 302,B
MUS 105,A
SPAN 201,B
SOC 100,B
BIO 101,A
CHE 102,B
MTH 103,C
PHY 104,A
CSC 105,B
ENG 106,P
MAT 101,B
PHY 202,A
ENG 150,B
HIS 110,C
BIO 301,A
PSY 101,B
CHE 210,A
ECO 205,B
PHI 220,B
ART 101,C
CSE 110,A
MAT 210,B
PHY 121,C
ENG 101,B
PSY 101 ACON 501,NR
CON 598,NR
CON 540,NR
CON 557,NR
CON 589,NR
CON 598,NR
CEE 340-M,A
CON 310-M,A
CON 383-M,A
CON 424-M,B
CON 468-M,A
CON 494-M,A
GCU 441-M,W
PUP 452-M,W
PUP 501-M,A
PUP 520-M,A
PUP 524-M,A
PUP 531-M,W
PUP 598-M,W
PUP 598-M,W
PUP 622-M,W
CON 377-M,A
CON 389-M,A
CON 450-M,A
CON 453-M,A
CON 471-M,A
CON 495-M,B
BIO 494,A
PUP 430,A
CCS 101-M,W
CON 455-M,A
CON 463-M,A
CON 477-M,A
CON 496-M,A
CON 598,A
CON 598,A
CON 243-M,A
ACC 230-M,B
CON 221-M,B
CON 252-M,A
CON 341-M,B
ECE 294-M,A
GNB 411,E
HIS 306,E
JUS 100,E
PHI 103,B
POS 170,E
CON 251-M,A
CON 273-M,A
CON 323-M,A
CON 345-M,A
CON 371-M,A
COM 225-M,B
CON 101-M,A
GLG 101-M,A
GLG 103-M,A
STP 226-M,A
